,artist.name,artist.similar,artist.terms,song.title
1849,Orbit,0.0,hardstyle,0
1850,Bob Dylan,0.0,blues-rock,0
1851,Orlando Pops Orchestra,0.0,orchestra,0
1852,Geiom Ft. Marita,0.0,dubstep,0
1853,Line Renaud,0.0,chanson,0
1854,Rhian Sheehan,0.0,trip hop,0
1855,David Saylor,0.0,soul,0
1856,The Sun Harbor's Chorus-Documentary Recordings,0.0,patriotic,0
1857,Roy Brown,0.0,jump blues,0
1858,Mest,0.0,ska punk,0
1859,Los Iracundos,0.0,latin pop,0
1860,Cumberland Quartet,0.0,country gospel,0
1861,Ray Conniff,0.0,instrumental pop,0
1862,Five Blind Boys of Alabama,0.0,soul blues,0
1863,Luiz Bonfa,0.0,samba,0
1864,Blind Willie McTell,0.0,country blues,0
1865,Hushabye Baby,0.0,country,0
1866,Arco Iris,0.0,acid jazz,0
1867,U2,0.0,dance rock,0
1868,Shania Twain,0.0,country rock,0
1869,Les Rythmes Digitales/ Tzant Feat. ODC MC,0.0,big beat,0
1870,Akon,0.0,hip hop,0
1871,Jo-El Sonnier,0.0,bluegrass,0
1872,Since The Flood,0.0,hardcore metal,0
1873,Yank Rachell,0.0,country blues,0
1874,La Mancha De Rolando,0.0,german pop,0
1875,Leo Ku,0.0,cantonese pop,0
1876,Slim Whitman,0.0,folk-pop,0
1877,Larry Graham & Graham Central Station,0.0,motown,0
1878,Johnny Pacheco/Rolando La Serie,0.0,salsa,0
1879,Barley Bree,0.0,irish folk,0
1880,Carl Smith,0.0,honky tonk,0
1881,Storyville,0.0,blues-rock,0
1882,The High Strung,0.0,post-grunge,0
1883,Tony Martin,0.0,heavy metal,0
1884,Jo Privat,0.0,gypsy jazz,0
1885,Jah Cure,0.0,roots reggae,0
1886,James Carter,0.0,soul jazz,0
1887,Pursuit Of Happiness,0.0,power pop,0
1888,Mithotyn,0.0,viking metal,0
1889,Francis Lai,0.0,space age pop,0
1890,Beres Hammond,0.0,lovers rock,0
1891,UK Subs,0.0,oi,0
1892,Embrace the End,0.0,death core,0
1893,Steve Green,0.0,ccm,0
1894,Marc Perrone,0.0,musette,0
1895,Leonardo Favio,0.0,singer-songwriter,0
1896,Gloria Lasso,0.0,europop,0
1897,Patrick Bruel,0.0,cabaret,0
1898,Julie Zenatti,0.0,chanson,0
1899,Delroy Wilson,0.0,rock steady,0
1900,DeGarmo & Key,0.0,ccm,0
1901,Pentangle,0.0,british invasion,0
1902,Los Tres Diamantes,0.0,bolero,0
1903,Small Facers,0.0,rock 'n roll,0
1904,K-OS,0.0,trip hop,0
1905,Michael Landau,0.0,instrumental rock,0
1906,Jack Sheldon,0.0,bebop,0
1907,Dave Hollister,0.0,motown,0
1908,Handsome Boy Modeling School,0.0,alternative dance,0
1909,Michael Gettel,0.0,chamber jazz,0
1910,The B-52's,0.0,dance rock,0
1911,Gordon MacRae,0.0,smooth jazz,0
1912,Maire Brennan,0.0,irish folk,0
1913,Babbie Mason,0.0,ccm,0
1914,Bersuit Vergarabat,0.0,cumbia,0
1915,Major Lance,0.0,neo soul,0
1916,Doyle Bramhall,0.0,blues-rock,0
1917,Fall Out Boy,0.0,pop punk,0
1918,Hank Locklin,0.0,honky tonk,0
1919,Deckard,0.0,tech house,0
1920,Tantric,0.0,post-grunge,0
1921,Bedwetters,0.0,hardcore punk,0
1922,The Refreshments,0.0,post-grunge,0
1923,Organ Donors,0.0,hard house,0
1924,David Tao,0.0,chinese music,0
1925,Whitesnake,0.0,blues-rock,0
1926,Mirah,0.0,folk-pop,0
1927,Dee Clark,0.0,doo-wop,0
1928,Tom Cochrane,0.0,heartland rock,0
1929,Charlie Byrd / Laurindo Almeida,0.0,bossa nova,0
1930,Mercedes Castro,0.0,folk,0
1931,Clarisse Lavanant,0.0,chanson francaise,0
1932,The Skabs,0.0,synth punk,0
1933,Kassav',0.0,zouk,0
1934,BeauSoleil,0.0,zydeco,0
1935,Tum Tum,0.0,dirty south rap,0
1936,Michelle Tumes,0.0,ccm,0
1937,Korn,0.0,rap metal,0
1938,Knack,0.0,british pop,0
1939,Olivier Messiaen,0.0,religious music,0
1940,From Autumn To Ashes,0.0,post-hardcore,0
1941,The Jackson Southernaires,0.0,southern gospel,0
1942,Casiotone For The Painfully Alone,0.0,trip hop,0
1943,Redman / Hurricane G / Melanie Rutherford,0.0,hip hop,0
1944,Cristy Lane,0.0,ccm,0
1945,Humble Pie,0.0,blues-rock,0
1946,Patton Oswalt,0.0,parody,0
1947,Kingston Trio,0.0,folk-pop,0
1948,Barrio Obrero,0.0,los angeles,0
1949,Supertalented,0.0,lo-fi,0
1950,James Taylor,0.0,folk-pop,0
1951,45 Grave,0.0,deathrock,0
1952,Roommate,0.0,dubstep,0
1953,The Dee Jays,0.0,freakbeat,0
1954,Brian Tyler,0.0,soundtrack,0
1955,Orquesta Aragon,0.0,charanga,0
1956,Brian Eno And David Byrne,0.0,art rock,0
1957,BA(c)zu,0.0,chanson,0
1958,Edu Lobo,0.0,brazilian pop music,0
1959,Gang Starr,0.0,jazz rap,0
1960,Nestor Torres,0.0,latin jazz,0
1961,Philip Glass,0.0,chamber music,0
1962,Herbert Von Karajan,0.0,opera,0
1963,Stephan Micus,0.0,free improvisation,0
1964,Pumpkin Buzzard,0.0,happy hardcore,0
1965,Edmond Leung,0.0,cantonese pop,0
1966,Gabriel Yared,0.0,latin jazz,0
1967,Herbert Von Karajan,0.0,opera,0
1968,Sister Hazel,0.0,post-grunge,0
1969,Wolfmother,0.0,stoner metal,0
1970,Janice Robinson,0.0,tribal house,0
1971,The Aftermath,0.0,gabba,0
1972,Coldplay,0.0,piano rock,0
1973,ZO2,0.0,hard rock,0
1974,Wednesday 13's Frankenstein Drag Queens From Planet 13,0.0,horror punk,0
1975,Ed Byrne,0.0,comedy,0
1976,Every Time I Die,0.0,alternative metal,0
1977,Andrew W.K.,0.0,alternative metal,0
1978,Onyx,0.0,hip hop,0
1979,Burning Spear,0.0,roots reggae,0
1980,Methods Of Mayhem / Scott Kirkland,0.0,hardstyle,0
1981,Lisa Lynne,0.0,chill-out,0
1982,The Sun Harbor's Chorus-Documentary Recordings,0.0,patriotic,0
1983,Bryan Ferry,0.0,glam rock,0
1984,Maysa,0.0,brazilian pop music,0
1985,BLEED THE SKY,0.0,groove metal,0
1986,Fred Locks,0.0,roots reggae,0
1987,Ragheb Alama,0.0,arabesque,0
1988,Sasha,0.0,progressive house,0
1989,Dolores Keane,0.0,irish folk,0
1990,Lauren Wagner & Fred Weldy,0.0,turnablism,0
1991,Mr. Sancho,0.0,gangster rap,0
1992,Tony Danza Tap Dance Extravaganza_ The,0.0,math-core,0
1993,Hurricane,0.0,glam metal,0
1994,Adolph Hofner,0.0,western swing,0
1995,Charlie McCoy,0.0,country gospel,0
1996,Suicide,0.0,experimental rock,0
1997,MAPtley CrA1/4e,0.0,heavy metal,0
1998,Alex Gopher,0.0,deep house,0
1999,Cockney Rejects,0.0,oi,0
2000,Wayne Watson,0.0,ccm,0
2001,D.O.W.N.,0.0,southern rock,0
2002,SOL,0.0,funeral doom,0
2003,Philip Bailey,0.0,jazz funk,0
2004,Lee Michaels,0.0,blue-eyed soul,0
2005,Mobb Deep,0.0,gangster rap,0
2006,The American Boychoir,0.0,j pop,0
2007,Mr. Lif,0.0,hip hop,0
2008,Felix Slatkin/Concert Arts Symphonic Band,0.0,exotica,0
2009,Shirley Caesar,0.0,symphony,0
2010,Cherrelle,0.0,disco,0
2011,Jim Chappell,0.0,chamber jazz,0
2012,Pearl Jam,0.0,grunge,0
2013,Petra,0.0,ccm,0
2014,Yamandu + Dominguinhos,0.0,brazilian jazz,0
2015,The Paul Butterfield Blues Band,0.0,blues-rock,0
2016,Arsonists Get All The Girls,0.0,death core,0
2017,Teena Marie,0.0,disco,0
2018,Jerry Butler,0.0,chicago soul,0
2019,Irma Thomas,0.0,delta blues,0
2020,Sasha,0.0,progressive house,0
2021,Hot Wire,0.0,uk garage,0
2022,RUN-DMC,0.0,hip hop,0
2023,Patrick Saint-Eloi,0.0,zouk,0
2024,Avril Lavigne,0.0,teen pop,0
2025,Evergreen Terrace,0.0,melodic hardcore,0
2026,James Ingram,0.0,quiet storm,0
2027,Danilo Perez / Claus Ogerman,0.0,latin jazz,0
2028,Sister Hazel,0.0,post-grunge,0
2029,Solomon,0.0,hip pop,0
2030,Juan Carlos Baglietto,0.0,tango,0
2031,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,0.0,soundtrack,0
2032,Crabby Appleton,0.0,power pop,0
2033,Dave Rave_ Mark McCarron,0.0,easy listening,0
2034,Remi Nicole,0.0,twee pop,0
2035,AndrA(c) Blot,0.0,musette,0
2036,All Leather,0.0,digital hardcore,0
2037,Billy Bragg,0.0,urban folk,0
2038,Little Milton,0.0,electric blues,0
2039,Junior Jack,0.0,progressive house,0
2040,Johnny Cash,0.0,honky tonk,0
2041,Lil Boosie,0.0,gangster rap,0
2042,Candlebox,0.0,post-grunge,0
2043,Mark Lowry,0.0,ccm,0
2044,Dinosaur Jr.,0.0,indie rock,0
2045,Marisela,0.0,cumbia,0
2046,Wilshire,0.0,ccm,0
2047,Lionel Rogg,0.0,early music,0
2048,The Oh Sees,0.0,noise pop,0
2049,Bob Margolin,0.0,blues-rock,0
2050,Kitty Kallen,0.0,cool jazz,0
2051,Autonomous Bass Heads,0.0,turnablism,0
2052,Cowboy Mouth,0.0,post-grunge,0
2053,Jeff Talmadge,0.0,folk rock,0
2054,Krystof,0.0,soft rock,0
2055,Dwight Twilley,0.0,power pop,0
2056,Tum Tum,0.0,dirty south rap,0
2057,MA$?go de Oz,0.0,folk rock,0
2058,Johnny Osbourne,0.0,roots reggae,0
2059,Moraes Moreira,0.0,latin jazz,0
2060,Darko,0.0,progressive house,0
2061,Petra,0.0,ccm,0
2062,Plasmatics,0.0,trip hop,0
2063,Inspiral Carpets,0.0,indie rock,0
2064,Stern,0.0,easy listening,0
2065,Yuridia,0.0,latin pop,0
2066,Furry Lewis,0.0,country blues,0
2067,Bryan White,0.0,country,0
2068,Dirty Harry,0.0,new beat,0
2069,Kurt Tepperwein,0.0,meditation,0
2070,Alberto Cortez,0.0,chanson,0
2071,Bounty Killer,0.0,dancehall,0
2072,M.I.K.E.,0.0,progressive trance,0
2073,Bill & Gloria Gaither,0.0,country gospel,0
2074,Gyptian,0.0,reggae,0
2075,Les Hou-Lops,0.0,freakbeat,0
2076,Camp Lo,0.0,pop rap,0
2077,The Gone Jackals,0.0,blues-rock,0
2078,Wonderland,0.0,happy hardcore,0
2079,Blackalicious,0.0,hip hop,0
2080,The Shirelles,0.0,doo-wop,0
2081,Burning Spear,0.0,roots reggae,0
2082,Alice In Chains,0.0,grunge,0
2083,Toots & The Maytals,0.0,reggae,0
2084,Fever Ray,0.0,electronic,0
2085,Gipsy Kings,0.0,flamenco,0
2086,Flor Silvestre,0.0,ranchera,0
2087,Patrick Lamb,0.0,bossa nova,0
2088,Asleep At The Wheel,0.0,western swing,0
2089,Amoral,0.0,death metal,0
2090,Melvins,0.0,sludge metal,0
2091,L.A. Guns,0.0,heavy metal,0
2092,Stan,0.0,power pop,0
2093,S.U.P,0.0,doom metal,0
2094,Butthole Surfers,0.0,noise rock,0
2095,Los Brujos,0.0,kraut rock,0
2096,Janis Joplin,0.0,blues-rock,0
2097,Vivian,0.0,happy hardcore,0
2098,Slipknot,0.0,rap metal,0
2099,Varios,0.0,electroclash,0
2100,Atom,0.0,tech house,0
2101,Jimmy Wyble,0.0,western swing,0
2102,Die Symphony,0.0,industrial rock,0
2103,Charlie Peacock,0.0,ccm,0
2104,Paul Geremia,0.0,country blues,0
2105,Andy Griffith,0.0,comedy,0
2106,Walter Trout,0.0,blues-rock,0
2107,Monique Marvez,0.0,stand-up comedy,0
2108,Dancecore Allstars,0.0,hard trance,0
2109,Sean Kingston,0.0,reggae,0
2110,Blind Lemon Jefferson,0.0,country blues,0
2111,Mei Chi Chiang,0.0,chinese music,0
2112,Gabriel Yared,0.0,latin jazz,0
2113,Sergio Dalma,0.0,ballad,0
2114,Zombina & The Skeletons,0.0,psychobilly,0
2115,The Jane Shermans,0.0,dance-punk,0
2116,Bon Jovi,0.0,rock,0
2117,Dan Shen_ Gruppo Vocale Cantemus_ Ensemble Airone_ Luigi Marzola,0.0,chinese music,0
2118,Blind Boy Fuller,0.0,country blues,0
2119,Bescenta,0.0,dancehall,0
2120,"Dave ""Baby"" Cortez",0.0,instrumental rock,0
2121,Bloomfield,0.0,deep house,0
2122,Andrew W.K.,0.0,alternative metal,0
2123,John Debney,0.0,pop rock,0
2124,Rakim,0.0,hip hop,0
2125,Tommy James And The Shondells,0.0,brill building pop,0
2126,Coraleena Ellis,0.0,lovers rock,0
2127,Terry Callier,0.0,soul jazz,0
2128,The Chieftains,0.0,irish folk,0
2129,Count Ossie,0.0,roots reggae,0
2130,Trivium,0.0,alternative metal,0
2131,Charlie Peacock,0.0,ccm,0
2132,Elmer Bernstein,0.0,orchestra,0
2133,Peter Spence,0.0,lovers rock,0
2134,Vusi Mahlasela,0.0,world beat,0
2135,Eddie Cantor,0.0,easy listening,0
2136,Lionel Rogg,0.0,early music,0
2137,Marimba Alma De Chiapas De Juan Palacios,0.0,marimba,0
2138,Precious Bryant,0.0,blues,0
2139,Casiotone For The Painfully Alone,0.0,trip hop,0
2140,Singing Melody,0.0,dancehall,0
2141,Jeff Wahl,0.0,meditation,0
2142,UFO,0.0,heavy metal,0
2143,Kapelle Herrenweide,0.0,humppa,0
2144,Jamie Richards,0.0,honky tonk,0
2145,Marcelo Radulovich,0.0,experimental pop,0
2146,Antonio Koudele,0.0,guitar,0
2147,John Debney,0.0,pop rock,0
2148,Sonic Subjunkies,0.0,jungle music,0
2149,Backstreet Boys,0.0,teen pop,0
2150,Lizzy Borden,0.0,heavy metal,0
2151,John Stevens,0.0,free jazz,0
2152,Eddie Turner,0.0,blues-rock,0
2153,Pretty Boy Floyd,0.0,glam metal,0
2154,DJ Slugo,0.0,bass music,0
2155,Chris Rodriguez,0.0,progressive house,0
2156,Neeme Jarvi,0.0,easy listening,0
2157,Jack Off Jill,0.0,dark wave,0
2158,K's Choice,0.0,post-grunge,0
2159,Los Fabulosos Cadillacs,0.0,ska,0
2160,NAZCA PERU,0.0,folk,0
2161,Hatesex,0.0,dark wave,0
2162,The Impressions,0.0,chicago soul,0
2163,Sheila Walsh,0.0,ccm,0
2164,John Hiatt,0.0,southern rock,0
2165,Kool Moe Dee,0.0,hip hop,0
2166,Carlos Ponce,0.0,male vocalist,0
2167,Solomon,0.0,hip pop,0
2168,Desert Dwellers,0.0,progressive house,0
2169,D.A.D.,0.0,rock 'n roll,0
2170,Brand X,0.0,jazz fusion,0
2171,Black Eyed Peas,0.0,hip hop,0
2172,Lizzy Borden,0.0,heavy metal,0
2173,The Merry Macs,0.0,big band,0
2174,Righteous Brothers,0.0,blue-eyed soul,0
2175,Pinch feat. Rudey Lee,0.0,dubstep,0
2176,Casual,0.0,hip hop,0
2177,The Tragically Hip,0.0,roots rock,0
2178,Scott Krippayne,0.0,ccm,0
2179,Michael Jackson,0.0,motown,0
2180,Sui Generis,0.0,cumbia,0
2181,Flowin Immo et Les Freaqz,0.0,hip hop,0
2182,Bebo Norman,0.0,ccm,0
2183,Photek,0.0,jungle music,0
2184,Isabel Pantoja,0.0,flamenco,0
2185,BigElf,0.0,stoner rock,0
2186,Orquesta Sublime,0.0,salsa,0
2187,Juanes,0.0,rock,0
2188,Bobby Pulido,0.0,tejano,0
2189,Mish Mash,0.0,vocal house,0
2190,Alex Fong,0.0,cantonese pop,0
2191,Gustavo Santaolalla,0.0,folk,0
2192,Isaacs,0.0,bluegrass,0
2193,Mike And The Mechanics,0.0,pop rock,0
2194,Joe Rogan,0.0,comedy,0
2195,In Extremo,0.0,heavy metal,0
2196,Who Made Who,0.0,disco,0
2197,Don Francisco,0.0,ccm,0
2198,Mavado,0.0,reggaeton,0
2199,Doug Sahm Tex Mex Trip,0.0,blues-rock,0
2200,Hanoi Rocks,0.0,heavy metal,0
2201,Orquesta Sublime,0.0,salsa,0
2202,Nicola Fasano feat. Paula B.,0.0,progressive house,0
2203,Staatskapelle Dresden/Herbert Blomstedt,0.0,greek,0
2204,Ocho y Media,0.0,salsa,0
2205,Atari Teenage Riot,0.0,breakcore,0
2206,RUN-DMC,0.0,hip hop,0
2207,Bill & Gloria Gaither,0.0,southern gospel,0
2208,Danny Elfman,0.0,soundtrack,0
2209,Otis Spann,0.0,piano blues,0
2210,Daniela DessA!,0.0,opera,0
2211,Atman,0.0,downtempo,0
2212,Frank Ifield,0.0,country rock,0
2213,Clara Nunes,0.0,samba,0
2214,Fyah Blaze,0.0,reggae,0
2215,Gonzalo Rubalcaba,0.0,latin jazz,0
2216,George Lopez,0.0,california,0
2217,Cam'Ron / Juelz Santana,0.0,hip hop,0
2218,Minipop,0.0,dream pop,0
2219,Krystof,0.0,soft rock,0
2220,Jeff Beck Group,0.0,blues-rock,0
2221,Katie Armiger,0.0,singer-songwriter,0
2222,The Del McCoury Band,0.0,bluegrass,0
2223,Mack and Jamie,0.0,stand-up comedy,0
2224,F4,0.0,cantonese pop,0
2225,Dhamika,0.0,chill-out,0
2226,K.T. Oslin,0.0,country rock,0
2227,Taste,0.0,blues-rock,0
2228,Cece Winans,0.0,ccm,0
2229,Joanna Connor,0.0,blues-rock,0
2230,Ben E. King,0.0,brill building pop,0
2231,Toots & The Maytals,0.0,reggae,0
2232,The LeRoi Brothers,0.0,roots rock,0
2233,Hemdale,0.0,grindcore,0
2234,Hot Tuna,0.0,blues-rock,0
2235,Year Long Disaster,0.0,stoner rock,0
2236,Sam Fan Thomas,0.0,soukous,0
2237,Jimmy Witherspoon,0.0,jazz blues,0
2238,Bob Wills,0.0,western swing,0
2239,Bacilos,0.0,vallenato,0
2240,Jimmy McGriff,0.0,jazz funk,0
2241,Dobet GnahorA(c),0.0,blues-rock,0
2242,Terminal 11 feat. b.b0Nd,0.0,breakcore,0
2243,Smidi Beats,0.0,nu jazz,0
2244,Red I Flight,0.0,death core,0
2245,Headhunter,0.0,dubstep,0
2246,Adrenaline,0.0,modern rock,0
2247,Shinehead,0.0,dancehall,0
2248,3 Steps Ahead,0.0,gabba,0
2249,Fat Joe,0.0,gangster rap,0
2250,Sergio Franchi,0.0,ballad,0
2251,BA(c)nabar,0.0,chanson,0
2252,Cool cavemen,0.0,funk rock,0
2253,Johnny Osbourne,0.0,roots reggae,0
2254,Roni Size,0.0,jungle music,0
2255,Singing Melody Feat. Robyn,0.0,dancehall,0
2256,Sneaky Sound System,0.0,alternative dance,0
2257,Bally Sagoo,0.0,bhangra,0
2258,Los Titanes,0.0,salsa,0
2259,Blue Rodeo,0.0,country rock,0
2260,Whitney Cummings,0.0,stand-up comedy,0
2261,Willie Clayton,0.0,chicago soul,0
2262,Justin,0.0,future jazz,0
2263,Nick Cave & The Bad Seeds,0.0,rock,0
2264,Nando Lauria,0.0,latin jazz,0
2265,Charlie McCoy,0.0,country gospel,0
2266,Andy Andy,0.0,bachata,0
2267,Danny Wright,0.0,easy listening,0
2268,Leon Russel,0.0,blues-rock,0
2269,Ross,0.0,italian disco,0
2270,Oak Ridge Boys,0.0,classic country,0
2271,Kerson,0.0,brill building pop,0
2272,JoAPSo Gilberto / Gilberto Gil / Caetano Veloso,0.0,brazilian jazz,0
2273,Army of the Pharoahs,0.0,tango,0
2274,Jean Gabin,0.0,europop,0
2275,The Beatles,0.0,merseybeat,0
2276,Streetwize,0.0,smooth jazz,0
2277,Cheo Feliciano,0.0,salsa,0
2278,Screamin' Jay Hawkins,0.0,rock 'n roll,0
2279,Atman,0.0,downtempo,0
2280,A-Studio,0.0,progressive house,0
2281,Georges Delerue,0.0,smooth jazz,0
2282,Bellatrax feat. Tina Cousins,0.0,uk garage,0
2283,Forensics,0.0,dubstep,0
2284,Ice Cube,0.0,gangster rap,0
2285,Bobby Capo,0.0,latin jazz,0
2286,Sandy Posey,0.0,ballad,0
2287,Ice Cube,0.0,gangster rap,0
2288,US Coast Guard Band,0.0,patriotic,0
2289,The Winans,0.0,ccm,0
2290,Kathleen Madigan,0.0,comedy,0
2291,Stephan Micus,0.0,free improvisation,0
2292,Radney Foster,0.0,lovers rock,0
2293,The Clark Sisters,0.0,ccm,0
2294,A Challenge Of Honour,0.0,jungle music,0
2295,Marisela,0.0,cumbia,0
2296,Ed Calle,0.0,latin jazz,0
2297,Johnny Keating & All Stars,0.0,easy listening,0
2298,Boards of Canada,0.0,trip hop,0
2299,MU330,0.0,ska punk,0
2300,Simon & Garfunkel,0.0,folk-pop,0
2301,Ed Ames,0.0,ballad,0
2302,Jah Cure,0.0,roots reggae,0
2303,Nickelback,0.0,alternative metal,0
2304,Ron Goodwin,0.0,easy listening,0
2305,George Nooks,0.0,dancehall,0
2306,Willie Clancy,0.0,disco,0
2307,Keb' Mo',0.0,blues,0
2308,Bela Fleck And The Flecktones,0.0,bluegrass,0
2309,P.o.d,0.0,alternative metal,0
2310,Statues,0.0,power pop,0
2311,The Jackson Southernaires,0.0,southern gospel,0
2312,The Del McCoury Band,0.0,bluegrass,0
2313,Vivian,0.0,happy hardcore,0
2314,Linkin Park,0.0,rap metal,0
2315,Whitney Cummings,0.0,stand-up comedy,0
2316,Ronnie Milsap,0.0,country rock,0
2317,David Bowie,0.0,dance rock,0
2318,The Roots,0.0,funk,0
2319,The Flies,0.0,freakbeat,0
2320,EPMD,0.0,hip hop,0
2321,Bruce BecVar,0.0,meditation,0
2322,Between The Buried And Me,0.0,alternative metal,0
2323,Deborah Coleman,0.0,blues-rock,0
2324,Dark Fortress,0.0,sympho black metal,0
2325,Time Factory,0.0,hip house,0
2326,Emilio,0.0,tejano,0
2327,Ayo,0.0,neo soul,0
2328,Los AutA(c)nticos Decadentes,0.0,cumbia,0
2329,The Germs,0.0,rock,0
2330,Deathstar,0.0,straight edge,0
2331,Donna The Buffalo,0.0,zydeco,0
2332,Mindy McCready,0.0,female vocalist,0
2333,Elmore James,0.0,chicago blues,0
2334,Korn,0.0,rap metal,0
2335,Pat Travers,0.0,blues-rock,0
2336,Bobby Russell,0.0,pop rock,0
2337,Lisa Lisa & Cult Jam (featuring Full Force),0.0,freestyle,0
2338,Sugarman Three,0.0,soul jazz,0
2339,BT,0.0,electronica,0
2340,Gisele MacKenzie,0.0,easy listening,0
2341,Faking David,0.0,breakbeat,0
2342,Eric Burdon,0.0,blues-rock,0
2343,Geggy Tah,0.0,post-grunge,0
2344,Seamus Egan,0.0,irish folk,0
2345,Bumblefoot,0.0,alternative metal,0
2346,Bukka White,0.0,delta blues,0
2347,Foxy Brown / Total,0.0,hip hop,0
2348,:Blacks On :Blondes,0.0,ghetto tech,0
2349,David Gilmour Featuring Richard Wright,0.0,blues-rock,0
2350,Schizoid,0.0,breakcore,0
2351,Red Hot Chili Peppers,0.0,rap rock,0
2352,Seven Mary Three,0.0,post-grunge,0
2353,Irini Merkouri,0.0,pop folk,0
2354,Willie Bobo,0.0,latin jazz,0
2355,Johnny Pearson,0.0,orchestra,0
2356,The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra,0.0,freestyle,0
2357,Elva Hsiao,0.0,j pop,0
2358,Alexis HK,0.0,chanson,0
2359,Tha Liks featuring King T,0.0,los angeles,0
2360,The Family Stand,0.0,jazz funk,0
2361,Buddy Johnson,0.0,jump blues,0
2362,Andy & Lucas,0.0,flamenco,0
2363,Peter Tosh,0.0,roots reggae,0
2364,Blind Willie Johnson,0.0,texas blues,0
2365,Onesidezero,0.0,post-grunge,0
2366,Fito Paez,0.0,rock 'n roll,0
2367,Wet Wet Wet,0.0,blue-eyed soul,0
2368,Lou Reid & Carolina,0.0,bluegrass,0
2369,Jacob Young,0.0,cool jazz,0
2370,Rhian Sheehan,0.0,trip hop,0
2371,The Fabulous Thunderbirds,0.0,blues-rock,0
2372,Leo Ku,0.0,cantonese pop,0
2373,Chris Vickery,0.0,jazz funk,0
2374,Riviera Regime,0.0,rapcore,0
2375,Kool Keith,0.0,dirty rap,0
2376,Kanye West / Adam Levine,0.0,hip hop,0
2377,Mikey Dread,0.0,roots reggae,0
2378,Lou Ann Barton,0.0,texas blues,0
2379,Rhian Sheehan,0.0,trip hop,0
2380,Mario Rosenstock,0.0,irish,0
2381,Alejandro Lerner,0.0,pop rock,0
2382,Cannon's Jug Stompers,0.0,jug band,0
2383,The Ghost Of Lemora,0.0,dark wave,0
2384,Robin Frederick,0.0,chill-out,0
2385,Y&T,0.0,heavy metal,0
2386,Dolores Keane,0.0,irish folk,0
2387,Rev. Timothy Wright,0.0,gospel,0
2388,Earl Hooker,0.0,chicago blues,0
2389,"MichA""le Bernard",0.0,chanson,0
2390,Billy Butler,0.0,jazz funk,0
2391,Usher,0.0,hip hop,0
2392,Bob Marley,0.0,reggae,0
2393,Yodi's,0.0,ghetto tech,0
2394,Shade Sheist / DJ Vice / DJ Echo / Damizza,0.0,uk garage,0
2395,Andy Russell,0.0,world,0
2396,Eddie Cano,0.0,latin jazz,0
2397,Placebo,0.0,british pop,0
2398,David Meece,0.0,ccm,0
2399,A Tribe Called Quest,0.0,jazz rap,0
2400,Kings Of Leon,0.0,southern rock,0
2401,Pentangle,0.0,british invasion,0
2402,Jaime Urrutia,0.0,rockabilly,0
2403,Cobra Killer,0.0,folk rock,0
2404,Shaman,0.0,progressive trance,0
2405,Nicholas,0.0,ccm,0
2406,Marvin Sapp,0.0,gospel,0
2407,Tel Basta,0.0,world beat,0
2408,Van Halen,0.0,heavy metal,0
2409,Teenage Fanclub,0.0,power pop,0
2410,Epidemic,0.0,post-grunge,0
2411,Dark Fortress,0.0,sympho black metal,0
2412,Eddie Turner,0.0,blues-rock,0
2413,Los Chichos,0.0,flamenco,0
2414,Birmingham Jubilee Singers,0.0,gospel,0
2415,Jimmy Wakely,0.0,classic country,0
2416,Deodato,0.0,jazz funk,0
2417,Jeff & Sheri Easter,0.0,southern gospel,0
2418,X-Raided,0.0,gangster rap,0
2419,Kary Ng,0.0,cantonese pop,0
2420,Jeff Beck Group,0.0,blues-rock,0
2421,Malina,0.0,crunk,0
2422,Mista,0.0,dubstep,0
2423,Steve Smith,0.0,jazz funk,0
2424,Sugar Minott,0.0,roots reggae,0
2425,Cedric Gervais Featuring Caroline,0.0,progressive house,0
2426,The King Sisters & Alvino Rey,0.0,calypso,0
2427,Suzi Quatro,0.0,glam rock,0
2428,Humanzi,0.0,dance-punk,0
2429,Gene Latter,0.0,northern soul,0
2430,Billy May & His Orchestra,0.0,space age pop,0
2431,Kings Of Leon,0.0,southern rock,0
2432,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,0.0,gangster rap,0
2433,Christie Hennessy,0.0,deep house,0
2434,The Jeremy Spencer Band,0.0,blues-rock,0
2435,The Stooges,0.0,experimental rock,0
2436,Candy Lo,0.0,chinese music,0
2437,Flamin' Groovies,0.0,power pop,0
2438,Eddie Cantor,0.0,easy listening,0
2439,Marga Gomez,0.0,comedy,0
2440,Roberto Roena,0.0,salsa,0
2441,Tum Tum [DJ Drop Mix],0.0,dirty south rap,0
2442,Rocio Jurado,0.0,bulerias,0
2443,Salieri,0.0,requiem,0
2444,Royal S,0.0,roots reggae,0
2445,Steve Chou,0.0,chinese music,0
2446,The Brooklyn Tabernacle Choir,0.0,gospel,0
2447,Everyday Sunday,0.0,post-grunge,0
2448,D.O.W.N.,0.0,southern rock,0
2449,Buckwheat Zydeco,0.0,zydeco,0
2450,Charley Pride,0.0,honky tonk,0
2451,Louis Prima & Keely Smith,0.0,space age pop,0
2452,Yami Bolo,0.0,roots reggae,0
2453,Killswitch Engage,0.0,alternative metal,0
2454,Pardesi,0.0,bhangra,0
